cycle,state,district,dem_pct,rep_pct,dem_margin,winner
2022,MO,4,26.29,71.31,-46.12,R
2024,CO,7,55.33,41.15,14.7,D
2024,CO,4,42.04,53.64,-12.13,R
2024,CO,3,45.82,50.8,-5.16,R
2024,CO,1,76.53,21.58,56.02,D
2024,CA,9,51.79,48.21,3.58,D
2024,CA,7,66.75,33.25,33.5,D
2024,PA,11,37.1,62.9,-25.79,R
2024,CA,6,57.62,42.38,15.24,D
2024,CA,42,68.14,31.86,36.28,D
2024,CA,38,59.84,40.16,19.68,D
2024,CA,37,78.3,0.0,100.0,D
2024,CA,36,68.72,31.28,37.44,D
2024,CA,35,58.41,41.59,16.81,D
2024,CA,32,66.2,33.8,32.4,D
2024,CA,30,68.38,31.62,36.75,D
2024,CA,25,56.25,43.75,12.51,D
2024,CA,2,71.88,28.12,43.77,D
2024,CA,19,69.3,30.7,38.59,D
2024,CA,17,67.66,32.34,35.33,D
2024,CA,16,58.22,0.0,100.0,D
2024,CA,10,66.47,33.53,32.95,D
2024,CA,1,34.66,65.34,-30.69,R
2024,NY,22,50.0,39.82,11.33,D
2024,NC,5,40.53,59.47,-18.95,R
2024,NC,3,0.0,77.38,-100.0,R
2024,ME,1,58.7,36.39,23.46,D
2024,NV,2,0.0,55.04,-100.0,R
2024,NV,3,51.37,48.63,2.74,D
2024,MO,3,35.3,61.31,-26.93,R
2024,MO,4,26.41,71.07,-45.82,R
2024,MO,5,60.22,36.44,24.6,D
2024,MO,8,21.81,76.18,-55.49,R
2024,PA,2,71.46,28.54,42.92,D
2024,PA,7,49.5,50.5,-1.01,R
2024,IA,4,32.68,67.02,-34.44,R
2024,CT,4,61.06,37.34,24.1,D
2024,AZ,8,43.5,56.5,-13.0,R
2024,AZ,3,70.94,26.58,45.49,D
2024,AZ,2,45.51,54.48,-8.97,R
2024,WI,8,42.64,57.29,-14.66,R
2024,WI,7,36.37,63.56,-27.21,R
2024,WI,1,43.81,54.01,-10.42,R
2024,WA,10,58.54,41.23,17.35,D
2024,WA,9,65.44,32.44,33.72,D
2024,VA,11,66.68,32.86,33.97,D
2024,VA,10,52.09,47.54,4.57,D
2024,UT,3,33.61,66.39,-32.77,R
2024,UT,1,32.06,63.13,-32.63,R
2024,TN,7,38.05,59.5,-21.99,R
2024,TN,5,39.47,56.85,-18.04,R
2024,PA,15,28.53,71.47,-42.93,R
2024,OK,4,28.27,65.25,-39.54,R
2024,OR,4,51.71,43.94,8.12,D
2024,NY,18,52.23,38.18,15.54,D
2024,NY,11,35.76,58.5,-24.13,R
2024,NY,1,44.29,48.96,-5.01,R
2024,MD,6,53.05,46.72,6.34,D
2024,MD,5,67.75,32.01,35.83,D
2024,MD,3,59.29,37.87,22.04,D
2024,MD,1,37.37,59.41,-22.77,R
2024,IN,3,31.42,65.05,-34.87,R
2024,IN,2,34.61,62.74,-28.9,R
2024,KY,5,0.0,100.0,-100.0,R
2024,KY,1,25.28,74.72,-49.43,R
2024,IL,9,68.39,31.61,36.78,D
2024,IL,6,54.2,45.78,8.42,D
2024,IL,3,67.26,32.7,34.58,D
2024,IL,2,67.55,32.43,35.12,D
2024,IL,16,0.0,99.94,-100.0,R
2024,IL,13,58.07,41.86,16.23,D
2024,FL,1,33.96,66.04,-32.07,R
2024,FL,3,38.39,61.61,-23.22,R
2024,FL,9,55.13,42.58,12.85,D
2024,FL,12,28.96,71.04,-42.08,R
2024,FL,16,40.52,59.48,-18.96,R
2024,FL,22,54.96,45.04,9.91,D
2024,NH,2,52.93,46.97,5.97,D
2024,SC,6,59.5,36.72,23.67,D
2024,SC,7,34.97,64.9,-29.96,R
2024,GA,2,56.33,43.67,12.66,D
2024,GA,4,75.58,24.42,51.17,D
2024,GA,6,74.67,25.31,49.37,D
2024,GA,13,71.83,28.17,43.67,D
2024,LA,4,0.0,85.82,-100.0,R
2024,OK,1,34.53,60.43,-27.27,R
2024,AR,1,24.0,72.88,-50.46,R
2024,AR,3,31.77,63.8,-33.52,R
2024,MI,3,53.66,43.77,10.15,D
2024,MI,6,62.02,35.0,27.85,D
2024,MI,11,58.22,39.61,19.02,D
2024,TX,1,0.0,100.0,-100.0,R
2024,TX,2,34.34,65.66,-31.32,R
2024,TX,6,34.32,65.68,-31.35,R
2024,TX,8,31.78,68.22,-36.43,R
2024,TX,9,100.0,0.0,100.0,D
2024,TX,11,0.0,100.0,-100.0,R
2024,TX,13,0.0,100.0,-100.0,R
2024,TX,14,31.31,68.69,-37.38,R
2024,TX,22,37.88,62.12,-24.25,R
2024,TX,23,37.7,62.3,-24.59,R
2024,TX,28,52.81,47.19,5.63,D
2024,TX,31,35.57,64.43,-28.86,R
2024,TX,34,51.29,48.71,2.58,D
2024,TX,37,74.22,23.58,51.78,D
2024,AL,4,0.0,98.79,-100.0,R
2024,AK,1,48.78,51.22,-2.45,R
2024,ID,1,25.45,71.0,-47.23,R
2024,ID,2,30.98,61.38,-32.92,R
2024,OH,6,33.26,66.74,-33.48,R
2024,OH,8,37.19,62.81,-25.62,R
2024,OH,11,78.33,19.64,59.91,D
2024,OH,12,31.49,68.51,-37.01,R
2024,OH,14,36.58,63.42,-26.83,R
2024,NM,1,56.37,43.63,12.74,D
2024,MA,9,56.44,43.42,13.04,D
2024,MN,2,55.53,42.08,13.78,D
2024,MN,3,58.43,41.45,16.99,D
2024,MN,4,67.25,32.58,34.73,D
2024,MN,8,41.92,57.99,-16.09,R
2024,NE,3,19.58,80.42,-60.84,R
2024,GA,5,85.68,14.32,71.36,D
2024,FL,26,29.08,70.92,-41.83,R
2024,FL,28,35.43,64.57,-29.13,R
2024,SC,5,36.34,63.51,-27.22,R
2024,FL,17,36.1,63.9,-27.81,R
2024,FL,18,34.7,65.3,-30.61,R
2024,FL,23,52.45,47.55,4.89,D
2024,GA,3,33.69,66.31,-32.61,R
2024,GA,10,36.95,63.05,-26.1,R
2024,GA,9,31.0,69.0,-38.01,R
2024,PA,17,53.88,46.12,7.75,D
2024,PA,16,36.35,63.65,-27.31,R
2024,PA,12,56.41,43.59,12.82,D
2024,PA,8,49.19,50.81,-1.62,R
2024,PA,5,65.29,34.71,30.58,D
2024,MO,1,75.93,18.37,61.04,D
2024,ND,1,30.36,69.24,-39.03,R
2024,NV,4,52.66,44.57,8.32,D
2024,NE,1,39.9,60.1,-20.21,R
2024,MT,1,44.62,52.29,-7.92,R
2024,MS,2,62.02,37.98,24.03,D
2024,MS,1,30.19,69.81,-39.62,R
2024,MN,7,29.44,70.45,-41.05,R
2024,MN,5,74.37,24.56,50.35,D
2024,MA,5,98.22,0.0,100.0,D
2024,MA,3,97.47,0.0,100.0,D
2024,NM,3,56.29,43.71,12.57,D
2024,OH,10,39.22,57.64,-19.01,R
2024,TX,38,37.24,62.73,-25.5,R
2024,TX,36,30.64,69.36,-38.72,R
2024,TX,35,67.36,32.64,34.73,D
2024,TX,30,84.89,0.0,100.0,D
2024,TX,21,36.06,61.85,-26.34,R
2024,TX,17,33.65,66.35,-32.7,R
2024,TX,12,36.55,63.45,-26.91,R
2024,TX,7,61.28,38.72,22.57,D
2024,TX,3,37.55,62.45,-24.91,R
2024,MI,13,68.64,24.54,47.34,D
2024,MI,12,69.7,25.44,46.51,D
2024,MI,10,44.99,51.13,-6.38,R
2024,MI,7,46.56,50.28,-3.84,R
2024,MI,5,32.76,65.68,-33.44,R
2024,MI,4,43.36,55.07,-11.89,R
2024,MI,2,31.69,65.14,-34.54,R
2024,VT,1,62.29,29.79,35.29,D
2024,LA,6,50.78,37.74,14.72,D
2024,LA,5,25.94,62.85,-41.57,R
2024,LA,3,18.66,70.56,-58.17,R
2024,GA,12,39.68,60.32,-20.64,R
2024,RI,2,58.24,41.51,16.76,D
2024,TN,2,30.74,69.26,-38.52,R
2024,TN,3,29.36,67.51,-39.39,R
2024,TN,4,26.76,69.95,-44.66,R
2024,TN,6,32.0,68.0,-36.0,R
2024,TN,9,71.31,25.66,47.07,D
2024,UT,2,34.23,58.0,-25.78,R
2024,VA,1,43.53,56.31,-12.8,R
2024,VA,2,46.9,50.74,-3.94,R
2024,VA,4,67.34,32.44,34.98,D
2024,WA,2,63.83,35.86,28.06,D
2024,WA,3,51.74,47.86,3.89,D
2024,WA,4,0.0,52.02,-100.0,R
2024,WI,2,70.05,29.82,40.28,D
2024,WI,4,74.77,22.41,53.87,D
2024,KS,1,30.86,69.14,-38.27,R
2024,CT,2,58.01,41.98,16.03,D
2024,CT,5,50.75,46.58,4.28,D
2024,IA,1,49.79,49.98,-0.19,R
2024,ME,2,50.35,49.85,0.49,D
2024,NC,2,66.25,31.61,35.41,D
2024,NC,4,71.85,26.14,46.65,D
2024,NC,7,41.41,58.59,-17.19,R
2024,NC,9,37.75,56.3,-19.72,R
2024,NC,12,74.02,25.98,48.04,D
2024,CA,11,81.03,18.97,62.07,D
2024,CA,14,67.75,32.25,35.51,D
2024,CO,6,58.97,38.45,21.06,D
2024,CA,18,64.63,35.37,29.25,D
2024,CA,20,0.0,65.05,-100.0,R
2024,CA,21,52.57,47.43,5.15,D
2024,CA,24,62.7,37.3,25.39,D
2024,CA,26,56.05,43.95,12.11,D
2024,CA,28,64.93,35.07,29.86,D
2024,CA,29,69.78,30.22,39.55,D
2024,CA,3,44.53,55.47,-10.93,R
2024,CA,33,58.81,41.19,17.63,D
2024,CA,41,48.31,51.69,-3.38,R
2024,CA,43,75.07,24.93,50.15,D
2024,CA,47,51.44,48.56,2.88,D
2024,CA,52,66.31,33.69,32.62,D
2024,CO,2,68.36,28.94,40.52,D
2024,NY,2,38.31,53.18,-16.25,R
2024,CO,8,48.22,48.95,-0.76,R
2024,IL,10,59.93,39.99,19.96,D
2024,IL,14,55.1,44.89,10.21,D
2024,IL,5,68.97,31.03,37.94,D
2024,KY,2,26.9,73.1,-46.2,R
2024,KY,6,36.96,63.04,-26.07,R
2024,IN,1,53.44,44.95,8.63,D
2024,IN,6,31.7,63.94,-33.7,R
2024,IN,7,68.34,28.95,40.48,D
2024,MD,2,58.16,39.52,19.08,D
2024,MD,4,88.42,11.24,77.45,D
2024,NJ,2,41.2,58.11,-17.02,R
2024,NJ,3,53.24,44.65,8.77,D
2024,NJ,4,31.66,67.39,-36.07,R
2024,NJ,5,54.56,43.28,11.53,D
2024,NJ,9,50.78,45.89,5.06,D
2024,NJ,10,74.42,22.24,53.98,D
2024,NY,4,50.75,45.18,5.81,D
2024,NY,8,75.08,21.61,55.3,D
2024,NY,9,73.46,21.83,54.19,D
2024,NY,12,75.03,19.44,58.84,D
2024,NY,13,83.02,14.65,70.01,D
2024,NY,15,76.21,18.99,60.1,D
2024,NY,24,34.31,57.62,-25.35,R
2024,NY,25,55.6,39.15,17.36,D
2024,WV,2,29.23,70.77,-41.54,R
2024,NY,17,45.82,47.67,-1.98,R
2024,NY,19,45.06,43.46,1.81,D
2024,FL,25,54.47,45.52,8.96,D
2024,FL,24,68.24,31.76,36.48,D
2024,FL,13,45.17,54.82,-9.65,R
2024,FL,11,39.62,60.38,-20.75,R
2024,FL,2,38.36,61.64,-23.28,R
2024,OR,6,53.34,46.49,6.86,D
2024,OR,3,67.71,25.22,45.72,D
2024,OK,2,21.44,74.18,-55.15,R
2024,OK,3,0.0,0.0,,R
2024,SD,1,27.96,72.04,-44.09,R
2024,AR,2,41.07,58.93,-17.87,R
2024,MI,1,37.92,59.15,-21.88,R
2024,MI,8,51.25,44.61,6.93,D
2024,MI,9,29.5,66.76,-38.7,R
2024,TX,4,31.62,68.38,-36.77,R
2024,TX,5,35.92,64.08,-28.17,R
2024,TX,10,34.01,63.6,-30.32,R
2024,TX,15,42.89,57.11,-14.23,R
2024,TX,24,39.7,60.3,-20.6,R
2024,TX,27,33.96,66.04,-32.09,R
2024,TX,32,60.45,36.97,24.11,D
2024,TX,33,68.79,31.21,37.57,D
2024,AL,6,29.57,70.32,-40.79,R
2024,OH,7,36.12,51.08,-17.15,R
2024,OH,15,43.54,56.46,-12.92,R
2024,MA,1,62.37,0.0,100.0,D
2024,MA,2,68.64,0.0,100.0,D
2024,MA,4,97.37,0.0,100.0,D
2024,MN,1,41.41,58.51,-17.11,R
2024,NV,1,51.99,44.49,7.78,D
2024,LA,1,24.02,66.77,-47.09,R
2024,GA,14,35.63,64.37,-28.74,R
2024,GA,7,35.15,64.85,-29.7,R
2024,GA,1,38.02,61.98,-23.97,R
2024,SC,3,25.3,71.66,-47.81,R
2024,SC,2,40.25,59.53,-19.33,R
2024,FL,27,39.62,60.38,-20.75,R
2024,MO,2,42.5,54.49,-12.37,R
2024,MO,7,26.27,71.56,-46.29,R
2024,PA,1,43.6,56.4,-12.81,R
2024,PA,4,59.07,40.93,18.13,D
2024,PA,9,29.49,70.51,-41.02,R
2024,PA,10,49.37,50.63,-1.26,R
2024,PA,13,25.8,74.2,-48.4,R
2024,PA,14,33.43,66.57,-33.15,R
2024,RI,1,63.02,31.99,32.66,D
2024,VA,3,69.95,29.84,40.2,D
2024,VA,6,34.64,63.26,-29.23,R
2024,VA,7,51.18,48.54,2.65,D
2024,WA,1,63.0,36.75,26.32,D
2024,WA,5,39.29,60.57,-21.31,R
2024,WA,7,83.91,15.77,68.35,D
2024,WA,8,53.96,45.8,8.17,D
2024,WI,3,48.6,51.32,-2.73,R
2024,AZ,1,48.09,51.91,-3.81,R
2024,AZ,4,52.74,45.45,7.42,D
2024,AZ,5,39.61,60.39,-20.78,R
2024,AZ,9,34.7,65.3,-30.6,R
2024,KS,2,38.21,57.09,-19.81,R
2024,CT,3,58.88,39.55,19.64,D
2024,IA,2,41.52,57.08,-15.78,R
2024,IA,3,47.94,51.77,-3.83,R
2024,NC,8,40.39,59.61,-19.22,R
2024,NC,14,41.94,58.06,-16.13,R
2024,CA,13,50.04,49.96,0.09,D
2024,CA,22,46.58,53.42,-6.84,R
2024,CA,23,39.86,60.14,-20.28,R
2024,CA,27,51.33,48.67,2.66,D
2024,CA,34,55.64,0.0,100.0,D
2024,CA,4,66.46,33.54,32.91,D
2024,CA,40,44.74,55.26,-10.52,R
2024,CA,46,63.43,36.57,26.85,D
2024,CA,49,52.17,47.83,4.35,D
2024,CO,5,40.87,54.66,-14.44,R
2024,IL,15,0.0,99.55,-100.0,R
2024,IL,7,83.25,16.69,66.59,D
2024,IL,8,57.06,42.94,14.11,D
2024,KY,3,61.95,38.04,23.91,D
2024,IN,4,30.93,64.83,-35.4,R
2024,IN,5,38.02,56.6,-19.64,R
2024,IN,8,29.45,67.96,-39.53,R
2024,IN,9,32.8,64.47,-32.56,R
2024,MD,8,76.8,20.46,57.93,D
2024,NJ,1,57.83,39.99,18.24,D
2024,NJ,6,56.07,40.34,16.31,D
2024,NJ,8,59.17,34.64,26.16,D
2024,NJ,11,56.53,41.79,14.99,D
2024,NJ,12,61.2,36.44,25.36,D
2024,NY,3,51.08,44.39,7.01,D
2024,NY,5,72.68,24.46,49.64,D
2024,NY,10,81.01,14.75,69.19,D
2024,NY,14,61.53,28.13,37.26,D
2024,NY,16,71.35,28.32,43.17,D
2024,TX,18,69.42,30.55,38.89,D
2024,FL,4,42.72,57.26,-14.54,R
2024,FL,5,36.92,63.07,-26.15,R
2024,FL,6,33.46,66.53,-33.07,R
2024,FL,7,43.47,56.53,-13.05,R
2024,FL,8,37.76,62.24,-24.48,R
2024,FL,10,62.37,37.63,24.75,D
2024,FL,14,56.95,41.59,15.59,D
2024,FL,15,43.82,56.18,-12.36,R
2024,FL,19,33.68,66.32,-32.63,R
2024,TN,1,19.39,78.08,-60.22,R
2024,TN,8,25.59,72.34,-47.74,R
2024,UT,4,30.2,63.42,-35.48,R
2024,VA,5,42.27,57.26,-15.06,R
2024,VA,8,71.52,24.66,48.72,D
2024,VA,9,27.33,72.49,-45.24,R
2024,WA,6,56.71,43.11,13.63,D
2024,WI,5,35.5,64.4,-28.93,R
2024,WI,6,38.66,61.23,-22.59,R
2024,AZ,6,47.49,50.0,-2.57,R
2024,AZ,7,63.45,36.55,26.9,D
2024,KS,3,53.36,42.6,11.21,D
2024,KS,4,34.95,65.05,-30.1,R
2024,CT,1,59.85,34.82,26.44,D
2024,NC,1,49.52,47.84,1.72,D
2024,NC,6,0.0,69.16,-100.0,R
2024,NC,10,38.21,57.49,-20.15,R
2024,NC,11,43.23,56.77,-13.54,R
2024,NC,13,41.36,58.64,-17.29,R
2024,CA,12,65.43,0.0,100.0,D
2024,HI,2,66.46,30.17,37.56,D
2024,HI,1,71.84,28.16,43.68,D
2024,DE,1,57.86,42.14,15.73,D
2024,FL,20,0.0,0.0,,D
2024,FL,21,38.17,61.82,-23.65,R
2024,NH,1,54.0,45.93,8.07,D
2024,SC,1,41.6,58.22,-16.64,R
2024,SC,4,37.23,59.73,-23.2,R
2024,GA,8,31.08,68.92,-37.83,R
2024,GA,11,31.88,65.63,-34.62,R
2024,LA,2,60.29,13.64,63.09,D
2024,OK,5,39.31,60.69,-21.39,R
2024,WY,1,23.24,70.61,-50.48,R
2024,AR,4,27.09,72.91,-45.82,R
2024,TX,16,59.5,40.43,19.08,D
2024,TX,19,0.0,80.69,-100.0,R
2024,TX,20,100.0,0.0,100.0,D
2024,TX,25,0.0,99.37,-100.0,R
2024,TX,26,35.67,62.07,-27.01,R
2024,TX,29,65.29,34.71,30.58,D
2024,AL,1,21.5,78.4,-56.95,R
2024,AL,2,54.56,45.37,9.2,D
2024,AL,3,0.0,97.93,-100.0,R
2024,AL,5,0.0,95.39,-100.0,R
2024,AL,7,63.68,36.26,27.44,D
2024,OH,1,54.58,45.42,9.17,D
2024,OH,2,26.44,73.56,-47.12,R
2024,OH,3,70.74,29.26,41.48,D
2024,OH,4,31.54,68.46,-36.92,R
2024,OH,5,32.49,67.51,-35.02,R
2024,OH,9,48.27,47.63,0.66,D
2024,OH,13,51.11,48.89,2.21,D
2024,NM,2,52.08,47.92,4.16,D
2024,MA,6,97.81,0.0,100.0,D
2024,MA,7,97.11,0.0,100.0,D
2024,MA,8,70.44,29.36,41.16,D
2024,MN,6,37.42,62.45,-25.07,R
2024,MS,3,0.0,100.0,-100.0,R
2024,MS,4,26.05,73.95,-47.9,R
2024,MT,2,34.01,65.99,-31.98,R
2024,NE,2,49.07,50.93,-1.85,R
2024,MO,6,26.92,70.69,-44.84,R
2024,PA,3,100.0,0.0,100.0,D
2024,PA,6,56.2,43.8,12.4,D
2024,NY,26,59.34,29.58,33.47,D
2024,CA,15,73.1,26.9,46.19,D
2024,CA,31,59.73,40.27,19.46,D
2024,CA,39,56.69,43.31,13.38,D
2024,CA,44,71.37,28.63,42.75,D
2024,CA,45,50.1,49.9,0.21,D
2024,CA,48,40.71,59.29,-18.59,R
2024,CA,5,38.23,61.77,-23.53,R
2024,CA,50,64.27,35.73,28.55,D
2024,CA,51,60.7,39.3,21.39,D
2024,CA,8,73.97,26.03,47.94,D
2024,IL,11,55.56,44.38,11.18,D
2024,IL,12,25.81,74.19,-48.39,R
2024,IL,17,54.43,45.57,8.85,D
2024,IL,1,65.84,34.14,31.7,D
2024,IL,4,67.51,27.29,42.43,D
2024,KY,4,0.0,99.6,-100.0,R
2024,MD,7,80.25,17.16,64.76,D
2024,NJ,7,46.37,51.77,-5.51,R
2024,NY,6,60.5,35.06,26.63,D
2024,NY,7,58.57,27.76,35.69,D
2024,NY,20,54.44,33.12,24.35,D
2024,NY,21,34.79,56.06,-23.42,R
2024,NY,23,34.19,56.96,-24.99,R
2024,WV,1,26.15,66.36,-43.47,R
2024,OR,1,68.63,28.1,41.9,D
2024,OR,2,32.81,63.9,-32.14,R
2024,OR,5,47.69,44.96,2.94,D
